country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Cornwall,,4/8/2020,-74,-35,-30,-53,-66,22
GB,United Kingdom,Cornwall,,4/9/2020,-70,-26,-15,-49,-66,22
GB,United Kingdom,Cornwall,,4/14/2020,-71,-31,-21,-51,-65,22
GB,United Kingdom,Cornwall,,4/21/2020,-70,-34,-11,-49,-63,22
GB,United Kingdom,Cornwall,,4/22/2020,-72,-35,-19,-48,-63,22
GB,United Kingdom,Cornwall,,4/23/2020,-70,-32,1,-45,-63,22
GB,United Kingdom,County Durham,,3/25/2020,-67,-24,-3,-54,-59,22
GB,United Kingdom,Derby,,3/24/2020,-69,-19,-4,-69,-55,22
GB,United Kingdom,Derry And Strabane,,4/21/2020,-58,-13,-36,-45,-61,22
GB,United Kingdom,Derry And Strabane,,4/22/2020,-61,-17,-43,-44,-61,22
GB,United Kingdom,Dorset,,3/24/2020,-72,-25,-8,-55,-56,22
GB,United Kingdom,Dumfries and Galloway,,3/27/2020,-73,-27,-43,-68,-58,22
GB,United Kingdom,Dumfries and Galloway,,4/17/2020,-70,-27,-42,-67,-60,22
GB,United Kingdom,Dundee City Council,,3/24/2020,-72,-32,-7,-62,-61,22
GB,United Kingdom,Dundee City Council,,4/20/2020,-71,-29,20,-55,-66,22
GB,United Kingdom,East Ayrshire Council,,4/20/2020,-64,-20,,-50,-63,22
GB,United Kingdom,East Ayrshire Council,,4/21/2020,-65,-19,,-53,-63,22
GB,United Kingdom,East Sussex,,3/24/2020,-69,-21,-9,-55,-56,22
GB,United Kingdom,Edinburgh,,3/28/2020,-87,-39,-64,-83,-67,22
GB,United Kingdom,Edinburgh,,4/4/2020,-87,-39,-60,-85,-68,22
GB,United Kingdom,Edinburgh,,4/11/2020,-86,-34,-52,-83,-68,22
GB,United Kingdom,Fife,,3/24/2020,-67,-21,-18,-58,-58,22
GB,United Kingdom,Herefordshire,,3/25/2020,-72,-28,-8,-51,-52,22
GB,United Kingdom,Herefordshire,,3/30/2020,-73,-33,-21,-59,-58,22
GB,United Kingdom,Herefordshire,,4/6/2020,-72,-34,-12,-54,-58,22
GB,United Kingdom,Herefordshire,,4/21/2020,-69,-33,9,-44,-54,22
GB,United Kingdom,Herefordshire,,4/22/2020,-68,-32,6,-44,-54,22
GB,United Kingdom,Highland Council,,4/6/2020,-72,-35,-35,-64,-68,22
GB,United Kingdom,Highland Council,,4/7/2020,-74,-34,-36,-60,-68,22
GB,United Kingdom,Highland Council,,4/14/2020,-73,-34,-44,-62,-67,22
GB,United Kingdom,Highland Council,,4/22/2020,-71,-33,-25,-56,-65,22
GB,United Kingdom,Isle of Wight,,3/27/2020,-79,-33,-30,-67,-61,22
GB,United Kingdom,Isle of Wight,,3/31/2020,-76,-33,-26,-66,-64,22
GB,United Kingdom,Isle of Wight,,4/1/2020,-77,-35,-23,-66,-64,22
GB,United Kingdom,Isle of Wight,,4/7/2020,-76,-34,-17,-63,-66,22
GB,United Kingdom,Isle of Wight,,4/8/2020,-77,-32,-22,-62,-65,22
GB,United Kingdom,Isle of Wight,,4/9/2020,-72,-24,-16,-62,-66,22
GB,United Kingdom,Isle of Wight,,4/14/2020,-73,-29,-19,-64,-63,22
GB,United Kingdom,Isle of Wight,,4/16/2020,-75,-32,-15,-63,-63,22
GB,United Kingdom,Isle of Wight,,4/24/2020,-73,-30,-15,-62,-60,22
GB,United Kingdom,Kingston upon Hull,,3/25/2020,-68,-24,-27,-60,-54,22
GB,United Kingdom,Kingston upon Hull,,3/26/2020,-69,-27,-28,-63,-57,22
GB,United Kingdom,Kingston upon Hull,,4/14/2020,-63,-22,-6,-58,-60,22
GB,United Kingdom,Kingston upon Hull,,4/20/2020,-66,-28,-23,-57,-58,22
GB,United Kingdom,Kingston upon Hull,,4/21/2020,-66,-26,-9,-59,-57,22
GB,United Kingdom,Kingston upon Hull,,4/22/2020,-66,-28,-16,-59,-57,22
GB,United Kingdom,Kingston upon Hull,,4/23/2020,-66,-25,-17,-59,-57,22
GB,United Kingdom,Lincolnshire,,3/26/2020,-71,-27,-17,-58,-57,22
GB,United Kingdom,Lincolnshire,,3/30/2020,-72,-30,-45,-65,-60,22
GB,United Kingdom,Lincolnshire,,3/31/2020,-71,-28,-28,-60,-60,22
GB,United Kingdom,Lincolnshire,,4/6/2020,-70,-29,-31,-61,-61,22
GB,United Kingdom,Lincolnshire,,4/7/2020,-70,-26,-18,-56,-61,22
GB,United Kingdom,Lincolnshire,,4/8/2020,-69,-24,-18,-57,-61,22
GB,United Kingdom,Lincolnshire,,4/9/2020,-67,-16,-22,-56,-61,22
GB,United Kingdom,Lincolnshire,,4/15/2020,-69,-27,-17,-55,-60,22
GB,United Kingdom,Lincolnshire,,4/16/2020,-69,-24,-16,-53,-60,22
GB,United Kingdom,Lincolnshire,,4/22/2020,-68,-25,-18,-56,-58,22
GB,United Kingdom,Lincolnshire,,4/23/2020,-68,-23,-13,-54,-58,22
GB,United Kingdom,Lincolnshire,,4/24/2020,-67,-24,-18,-55,-57,22
GB,United Kingdom,Luton,,3/24/2020,-65,-13,,-75,-53,22
GB,United Kingdom,Merseyside,,3/24/2020,-68,-21,-23,-62,-56,22
GB,United Kingdom,Mid And East Antrim,,3/24/2020,-69,-16,,-59,-51,22
GB,United Kingdom,Middlesbrough,,3/26/2020,-74,-32,-43,-69,-59,22
GB,United Kingdom,Middlesbrough,,3/30/2020,-75,-36,-46,-73,-61,22
GB,United Kingdom,Middlesbrough,,3/31/2020,-74,-37,-42,-74,-62,22
GB,United Kingdom,Middlesbrough,,4/6/2020,-74,-35,,-73,-61,22
GB,United Kingdom,Middlesbrough,,4/7/2020,-72,-33,,-73,-62,22
GB,United Kingdom,Middlesbrough,,4/8/2020,-72,-33,-35,-71,-62,22
GB,United Kingdom,Middlesbrough,,4/9/2020,-69,-28,-43,-69,-62,22
GB,United Kingdom,Middlesbrough,,4/15/2020,-70,-33,-30,-70,-61,22
GB,United Kingdom,Middlesbrough,,4/24/2020,-68,-27,-16,-69,-57,22
GB,United Kingdom,Neath Port Talbot Principle Area,,3/25/2020,-64,-27,-20,-58,-59,22
GB,United Kingdom,Neath Port Talbot Principle Area,,3/30/2020,-62,-30,-19,-62,-64,22
GB,United Kingdom,Neath Port Talbot Principle Area,,4/6/2020,-61,-27,-12,-59,-64,22
GB,United Kingdom,Neath Port Talbot Principle Area,,4/14/2020,-62,-17,-15,-57,-65,22
GB,United Kingdom,Neath Port Talbot Principle Area,,4/21/2020,-59,-8,7,-52,-61,22
GB,United Kingdom,Neath Port Talbot Principle Area,,4/22/2020,-59,-11,-14,-55,-61,22
GB,United Kingdom,Newport,,3/24/2020,-71,-27,-16,-64,-55,22
GB,United Kingdom,"Newry, Mourne And Down",,3/24/2020,-65,-16,-27,-49,-52,22
GB,United Kingdom,Norfolk,,3/25/2020,-73,-29,-17,-60,-58,22
GB,United Kingdom,North Ayrshire Council,,3/30/2020,-68,-17,,-56,-66,22
GB,United Kingdom,North Ayrshire Council,,4/6/2020,-69,-20,,-60,-67,22
GB,United Kingdom,North Ayrshire Council,,4/7/2020,-67,-16,,-59,-68,22
GB,United Kingdom,North Ayrshire Council,,4/14/2020,-64,-15,,-61,-67,22
GB,United Kingdom,North Ayrshire Council,,4/21/2020,-59,-15,,-56,-64,22
GB,United Kingdom,North Ayrshire Council,,4/22/2020,-62,-16,,-50,-64,22
GB,United Kingdom,North East Lincolnshire,,3/27/2020,-74,-28,-39,-55,-53,22
GB,United Kingdom,North Lanarkshire,,3/24/2020,-67,-21,,-58,-53,22
GB,United Kingdom,North Lincolnshire,,3/31/2020,-64,-28,-26,-45,-58,22
GB,United Kingdom,North Lincolnshire,,4/1/2020,-65,-29,-34,-54,-57,22
GB,United Kingdom,North Lincolnshire,,4/2/2020,-65,-27,-30,-46,-58,22
GB,United Kingdom,North Lincolnshire,,4/16/2020,-60,-23,-14,-42,-58,22
GB,United Kingdom,North Lincolnshire,,4/24/2020,-63,-23,-11,-41,-54,22
GB,United Kingdom,Northamptonshire,,3/24/2020,-66,-19,-20,-48,-49,22
GB,United Kingdom,Northumberland,,3/30/2020,-69,-26,-26,-57,-63,22
GB,United Kingdom,Northumberland,,4/6/2020,-68,-26,-27,-53,-64,22
GB,United Kingdom,Northumberland,,4/20/2020,-68,-24,-18,-47,-60,22
GB,United Kingdom,Northumberland,,4/21/2020,-68,-22,-17,-47,-61,22
GB,United Kingdom,Northumberland,,4/22/2020,-69,-21,-18,-47,-62,22
GB,United Kingdom,Perth and Kinross,,3/24/2020,-76,-24,-26,-56,-61,22
GB,United Kingdom,Peterborough,,3/25/2020,-65,-28,,-68,-55,22
GB,United Kingdom,Peterborough,,4/20/2020,-66,-29,,-69,-58,22
GB,United Kingdom,Powys,,3/25/2020,-70,-29,-16,-48,-56,22
GB,United Kingdom,Powys,,3/26/2020,-73,-31,-17,-49,-58,22
GB,United Kingdom,Powys,,3/30/2020,-75,-34,-31,-58,-61,22
GB,United Kingdom,Powys,,3/31/2020,-74,-33,-24,-53,-62,22
GB,United Kingdom,Powys,,4/6/2020,-70,-36,-17,-55,-61,22
GB,United Kingdom,Powys,,4/7/2020,-72,-35,-14,-42,-62,22
GB,United Kingdom,Powys,,4/9/2020,-70,-20,-23,-48,-61,22
GB,United Kingdom,Powys,,4/22/2020,-71,-33,-15,-42,-59,22
GB,United Kingdom,Powys,,4/23/2020,-69,-31,-13,-39,-60,22
GB,United Kingdom,Reading,,3/23/2020,-52,-5,,-67,-56,22
GB,United Kingdom,Redcar and Cleveland,,3/30/2020,-74,-29,,-49,-62,22
GB,United Kingdom,Redcar and Cleveland,,3/31/2020,-75,-28,,-51,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/1/2020,-78,-30,-21,-47,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/6/2020,-75,-30,,-46,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/7/2020,-71,-27,,-44,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/8/2020,-72,-26,,-41,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/9/2020,-72,-17,,-44,-62,22
GB,United Kingdom,Redcar and Cleveland,,4/14/2020,-69,-21,,-37,-61,22
GB,United Kingdom,Redcar and Cleveland,,4/15/2020,-71,-24,,-40,-61,22
GB,United Kingdom,Redcar and Cleveland,,4/16/2020,-72,-24,,-40,-60,22
GB,United Kingdom,Redcar and Cleveland,,4/24/2020,-70,-21,,-39,-57,22
GB,United Kingdom,Staffordshire,,3/24/2020,-69,-20,-8,-48,-53,22
GB,United Kingdom,Stoke-on-Trent,,3/25/2020,-72,-26,4,-67,-56,22
GB,United Kingdom,Stoke-on-Trent,,4/20/2020,-68,-28,12,-65,-59,22
GB,United Kingdom,Surrey,,3/23/2020,-45,-2,4,-55,-55,22
GB,United Kingdom,Swansea,,3/24/2020,-70,-33,-3,-61,-56,22
GB,United Kingdom,Torbay,,3/26/2020,-78,-27,-4,-61,-62,22
GB,United Kingdom,Torbay,,3/30/2020,-78,-29,-26,-58,-65,22
GB,United Kingdom,Torbay,,3/31/2020,-75,-27,-11,-60,-66,22
GB,United Kingdom,Torbay,,4/6/2020,-75,-27,-3,-60,-65,22
GB,United Kingdom,Torbay,,4/7/2020,-77,-28,-5,-58,-66,22
GB,United Kingdom,Torbay,,4/8/2020,-77,-25,-19,-52,-65,22
GB,United Kingdom,Torbay,,4/9/2020,-74,-17,8,-54,-65,22
GB,United Kingdom,Torbay,,4/14/2020,-74,-22,-9,-56,-64,22
GB,United Kingdom,Torbay,,4/16/2020,-74,-25,10,-54,-63,22
GB,United Kingdom,Torbay,,4/22/2020,-73,-25,-4,-48,-62,22
GB,United Kingdom,Tyne and Wear,,3/24/2020,-71,-25,-15,-62,-57,22
GB,United Kingdom,Windsor and Maidenhead,,3/23/2020,-49,-2,-16,-60,-56,22
GB,United Kingdom,Wrexham Principal Area,,3/25/2020,-71,-21,-16,-58,-53,22
GB,United Kingdom,Aberdeenshire,,3/24/2020,-66,-23,-22,-56,-57,23
GB,United Kingdom,Antrim And Newtownabbey,,3/24/2020,-60,-15,,-70,-54,23
GB,United Kingdom,Ards And North Down,,3/24/2020,-60,-21,-33,-63,-57,23
GB,United Kingdom,Blackburn with Darwen,,3/25/2020,-74,-22,,-64,-55,23
GB,United Kingdom,Blackburn with Darwen,,4/21/2020,-67,-25,,-58,-59,23
GB,United Kingdom,Blackburn with Darwen,,4/22/2020,-68,-23,,-57,-57,23
GB,United Kingdom,Blackburn with Darwen,,4/23/2020,-66,-22,,-58,-58,23
GB,United Kingdom,Blackpool,,4/2/2020,-76,-30,-50,-64,-63,23
GB,United Kingdom,Blackpool,,4/17/2020,-76,-23,-15,-54,-61,23
GB,United Kingdom,Borough of Halton,,3/25/2020,-67,-30,,-57,-57,23
GB,United Kingdom,Borough of Halton,,4/14/2020,-62,-22,,-55,-62,23
GB,United Kingdom,Borough of Halton,,4/20/2020,-61,-26,,-51,-60,23
GB,United Kingdom,Borough of Halton,,4/21/2020,-62,-21,,-52,-61,23
GB,United Kingdom,Bridgend County Borough,,4/20/2020,-73,-26,,-58,-63,23
GB,United Kingdom,Caerphilly County Borough,,4/20/2020,-59,-27,,-50,-61,23
GB,United Kingdom,Caerphilly County Borough,,4/21/2020,-60,-23,,-45,-61,23
GB,United Kingdom,Carmarthenshire,,3/26/2020,-68,-29,-12,-51,-61,23
GB,United Kingdom,Carmarthenshire,,3/31/2020,-69,-27,-28,-54,-64,23
GB,United Kingdom,Carmarthenshire,,4/7/2020,-70,-22,-26,-46,-64,23
GB,United Kingdom,Carmarthenshire,,4/8/2020,-70,-20,-31,-52,-64,23
GB,United Kingdom,Carmarthenshire,,4/9/2020,-64,-4,-18,-47,-64,23
GB,United Kingdom,Carmarthenshire,,4/14/2020,-67,-14,-25,-49,-64,23
GB,United Kingdom,Carmarthenshire,,4/15/2020,-69,-17,-29,-51,-63,23
GB,United Kingdom,Carmarthenshire,,4/23/2020,-68,-18,-10,-50,-60,23
GB,United Kingdom,Carmarthenshire,,4/24/2020,-70,-20,-20,-53,-61,23
GB,United Kingdom,Causeway Coast and Glens,,4/20/2020,-66,-23,,-48,-62,23
GB,United Kingdom,Causeway Coast and Glens,,4/21/2020,-66,-21,,-51,-62,23
GB,United Kingdom,Causeway Coast and Glens,,4/22/2020,-68,-22,-22,-49,-61,23
GB,United Kingdom,Cheshire West and Chester,,3/24/2020,-74,-25,-21,-60,-57,23
GB,United Kingdom,Conwy Principal Area,,4/1/2020,-73,-30,-37,-61,-66,23
GB,United Kingdom,Conwy Principal Area,,4/8/2020,-72,-27,-22,-56,-65,23
GB,United Kingdom,Conwy Principal Area,,4/16/2020,-71,-25,-24,-50,-65,23
GB,United Kingdom,Cornwall,,3/26/2020,-75,-37,-10,-56,-64,23
GB,United Kingdom,Cornwall,,3/31/2020,-73,-36,-20,-57,-68,23
GB,United Kingdom,Cornwall,,4/7/2020,-74,-37,-23,-54,-67,23
GB,United Kingdom,Cornwall,,4/15/2020,-73,-35,-32,-53,-65,23
GB,United Kingdom,Cornwall,,4/16/2020,-73,-35,-20,-51,-64,23
GB,United Kingdom,Cornwall,,4/24/2020,-71,-34,-24,-47,-62,23
GB,United Kingdom,County Durham,,3/26/2020,-69,-26,0,-55,-62,23
GB,United Kingdom,County Durham,,4/20/2020,-65,-26,2,-47,-63,23
GB,United Kingdom,County Durham,,4/21/2020,-66,-24,10,-45,-64,23
GB,United Kingdom,Cumbria,,4/14/2020,-68,-27,-27,-58,-67,23
GB,United Kingdom,Cumbria,,4/20/2020,-69,-32,-29,-59,-65,23
GB,United Kingdom,Cumbria,,4/21/2020,-69,-28,-17,-56,-66,23
GB,United Kingdom,Darlington,,3/25/2020,-73,-28,,-64,-57,23
GB,United Kingdom,Darlington,,4/20/2020,-69,-33,,-64,-61,23
GB,United Kingdom,Darlington,,4/21/2020,-69,-30,,-64,-60,23
GB,United Kingdom,Derry And Strabane,,4/6/2020,-61,-26,-54,-54,-64,23
GB,United Kingdom,Derry And Strabane,,4/23/2020,-59,-17,-39,-43,-62,23
GB,United Kingdom,Devon,,4/6/2020,-73,-33,-18,-63,-67,23
GB,United Kingdom,Devon,,4/20/2020,-72,-31,-6,-57,-63,23
GB,United Kingdom,Devon,,4/21/2020,-72,-30,2,-56,-63,23
GB,United Kingdom,Dorset,,4/20/2020,-72,-31,12,-54,-65,23
GB,United Kingdom,Dumfries and Galloway,,4/3/2020,-74,-29,-50,-70,-58,23
GB,United Kingdom,Dundee City Council,,4/15/2020,-73,-30,31,-63,-68,23
GB,United Kingdom,Dundee City Council,,4/21/2020,-72,-28,,-59,-66,23
GB,United Kingdom,Dundee City Council,,4/22/2020,-71,-29,7,-58,-66,23
GB,United Kingdom,Dundee City Council,,4/23/2020,-71,-27,11,-59,-66,23
GB,United Kingdom,East Ayrshire Council,,3/30/2020,-71,-26,,-60,-65,23
GB,United Kingdom,East Ayrshire Council,,4/6/2020,-69,-25,,-62,-65,23
GB,United Kingdom,East Ayrshire Council,,4/14/2020,-67,-19,,-55,-65,23
GB,United Kingdom,East Ayrshire Council,,4/22/2020,-67,-22,,-55,-63,23
GB,United Kingdom,East Riding of Yorkshire,,3/25/2020,-71,-24,-8,-38,-59,23
GB,United Kingdom,East Riding of Yorkshire,,4/14/2020,-67,-20,-7,-32,-64,23
GB,United Kingdom,East Riding of Yorkshire,,4/20/2020,-67,-26,-12,-42,-61,23
GB,United Kingdom,East Riding of Yorkshire,,4/21/2020,-67,-23,-2,-40,-61,23
GB,United Kingdom,East Sussex,,4/20/2020,-69,-29,4,-56,-64,23
GB,United Kingdom,Edinburgh,,3/23/2020,-61,-19,-26,-66,-62,23
GB,United Kingdom,Falkirk,,3/24/2020,-68,-18,,-59,-56,23
GB,United Kingdom,Fermanagh And Omagh,,3/25/2020,-71,-28,,-56,-52,23
GB,United Kingdom,Fermanagh And Omagh,,4/20/2020,-66,-23,,-49,-59,23
GB,United Kingdom,Fife,,4/20/2020,-68,-25,-4,-57,-65,23
GB,United Kingdom,Flintshire,,3/25/2020,-64,-25,-7,-51,-58,23
GB,United Kingdom,Flintshire,,4/20/2020,-64,-31,,-39,-60,23
GB,United Kingdom,Greater London,,3/28/2020,-85,-41,-57,-78,-63,23
GB,United Kingdom,Greater London,,4/4/2020,-84,-38,-30,-77,-63,23
GB,United Kingdom,Greater London,,4/11/2020,-84,-36,-34,-77,-64,23
GB,United Kingdom,Greater London,,4/18/2020,-84,-38,-47,-77,-59,23
GB,United Kingdom,Greater Manchester,,3/24/2020,-69,-24,-20,-68,-57,23
GB,United Kingdom,Herefordshire,,3/26/2020,-72,-32,-7,-54,-55,23
GB,United Kingdom,Herefordshire,,3/31/2020,-72,-34,-15,-55,-57,23
GB,United Kingdom,Herefordshire,,4/7/2020,-71,-33,-7,-48,-58,23
GB,United Kingdom,Herefordshire,,4/8/2020,-73,-31,-11,-54,-59,23
GB,United Kingdom,Herefordshire,,4/9/2020,-67,-23,-6,-48,-58,23
GB,United Kingdom,Herefordshire,,4/14/2020,-68,-29,-7,-48,-58,23
GB,United Kingdom,Herefordshire,,4/15/2020,-70,-32,-9,-48,-57,23
GB,United Kingdom,Herefordshire,,4/16/2020,-69,-31,3,-51,-57,23
GB,United Kingdom,Herefordshire,,4/23/2020,-68,-30,1,-43,-54,23
GB,United Kingdom,Herefordshire,,4/24/2020,-71,-30,2,-43,-54,23
GB,United Kingdom,Highland Council,,3/25/2020,-74,-34,-36,-60,-64,23
GB,United Kingdom,Highland Council,,3/30/2020,-73,-34,-38,-66,-68,23
GB,United Kingdom,Highland Council,,3/31/2020,-75,-33,-44,-64,-69,23
GB,United Kingdom,Highland Council,,4/13/2020,-76,-42,-28,-65,-72,23
GB,United Kingdom,Highland Council,,4/17/2020,-74,-33,-28,-60,-66,23
GB,United Kingdom,Highland Council,,4/23/2020,-72,-30,-17,-57,-66,23
GB,United Kingdom,Highland Council,,4/24/2020,-73,-32,-28,-60,-64,23
GB,United Kingdom,Isle of Wight,,4/2/2020,-77,-33,-29,-67,-65,23
GB,United Kingdom,Isle of Wight,,4/3/2020,-77,-32,-26,-69,-64,23
GB,United Kingdom,Kent,,3/24/2020,-67,-22,-3,-53,-56,23
GB,United Kingdom,Kingston upon Hull,,3/30/2020,-70,-31,-45,-66,-60,23
GB,United Kingdom,Kingston upon Hull,,3/31/2020,-69,-28,-24,-64,-60,23
GB,United Kingdom,Kingston upon Hull,,4/6/2020,-69,-28,-26,-63,-60,23
GB,United Kingdom,Kingston upon Hull,,4/7/2020,-67,-26,-8,-61,-60,23
GB,United Kingdom,Kingston upon Hull,,4/8/2020,-67,-28,-21,-61,-61,23
GB,United Kingdom,Kingston upon Hull,,4/9/2020,-64,-20,-41,-62,-62,23
GB,United Kingdom,Kingston upon Hull,,4/15/2020,-65,-25,-14,-58,-61,23
GB,United Kingdom,Kingston upon Hull,,4/16/2020,-66,-23,-14,-60,-60,23
GB,United Kingdom,Kingston upon Hull,,4/24/2020,-67,-25,-11,-58,-56,23
GB,United Kingdom,Lancashire,,4/20/2020,-67,-28,16,-59,-60,23
GB,United Kingdom,Leicester,,3/25/2020,-72,-26,-13,-72,-59,23
GB,United Kingdom,Leicester,,4/20/2020,-69,-33,7,-71,-61,23
GB,United Kingdom,Leicester,,4/21/2020,-70,-31,5,-71,-62,23
GB,United Kingdom,Leicester,,4/23/2020,-69,-27,11,-71,-61,23
GB,United Kingdom,Lincolnshire,,3/27/2020,-72,-27,-34,-62,-57,23
GB,United Kingdom,Lincolnshire,,4/1/2020,-72,-30,-33,-62,-60,23
GB,United Kingdom,Lincolnshire,,4/2/2020,-72,-30,-27,-63,-61,23
GB,United Kingdom,Medway,,3/24/2020,-68,-13,-4,-60,-53,23
GB,United Kingdom,Middlesbrough,,4/1/2020,-74,-35,-40,-75,-62,23
GB,United Kingdom,Middlesbrough,,4/2/2020,-74,-36,-45,-75,-62,23
GB,United Kingdom,Middlesbrough,,4/16/2020,-70,-32,-28,-71,-62,23
GB,United Kingdom,Neath Port Talbot Principle Area,,3/26/2020,-65,-29,4,-57,-61,23
GB,United Kingdom,Neath Port Talbot Principle Area,,3/27/2020,-67,-28,-22,-60,-61,23
GB,United Kingdom,Neath Port Talbot Principle Area,,3/31/2020,-65,-27,4,-59,-64,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/7/2020,-65,-27,-17,-58,-64,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/8/2020,-64,-26,-19,-58,-65,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/9/2020,-58,-8,-4,-53,-64,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/15/2020,-62,-23,-23,-57,-64,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/16/2020,-60,-23,0,-56,-64,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/23/2020,-57,-9,16,-53,-62,23
GB,United Kingdom,Neath Port Talbot Principle Area,,4/24/2020,-62,-8,-7,-54,-62,23
GB,United Kingdom,Newport,,4/20/2020,-70,-31,-13,-64,-63,23
GB,United Kingdom,Norfolk,,3/31/2020,-74,-32,-21,-62,-63,23
GB,United Kingdom,Norfolk,,4/14/2020,-72,-27,-24,-59,-63,23
GB,United Kingdom,Norfolk,,4/20/2020,-72,-33,-20,-63,-60,23
GB,United Kingdom,Norfolk,,4/21/2020,-73,-31,-13,-63,-61,23
GB,United Kingdom,Norfolk,,4/22/2020,-74,-31,-11,-62,-60,23
GB,United Kingdom,Norfolk,,4/23/2020,-72,-30,-7,-61,-60,23
GB,United Kingdom,North Ayrshire Council,,3/25/2020,-72,-17,-41,-65,-64,23
GB,United Kingdom,North Ayrshire Council,,3/26/2020,-72,-19,-20,-61,-66,23
GB,United Kingdom,North Ayrshire Council,,3/31/2020,-68,-16,,-64,-68,23
GB,United Kingdom,North Ayrshire Council,,4/8/2020,-68,-17,,-59,-68,23
GB,United Kingdom,North Ayrshire Council,,4/15/2020,-66,-18,,-56,-67,23
GB,United Kingdom,North Ayrshire Council,,4/23/2020,-63,-15,-1,-51,-64,23
GB,United Kingdom,North Ayrshire Council,,4/24/2020,-64,-14,,-54,-63,23
GB,United Kingdom,North East Lincolnshire,,4/3/2020,-74,-29,-44,-60,-55,23
GB,United Kingdom,North East Lincolnshire,,4/17/2020,-71,-27,-40,-54,-55,23
GB,United Kingdom,North Lincolnshire,,3/27/2020,-66,-28,-22,-47,-54,23
GB,United Kingdom,North Lincolnshire,,4/3/2020,-66,-30,-32,-50,-58,23
GB,United Kingdom,North Lincolnshire,,4/17/2020,-63,-25,-24,-44,-57,23
GB,United Kingdom,North Yorkshire,,3/25/2020,-72,-28,-13,-59,-60,23
GB,United Kingdom,North Yorkshire,,4/20/2020,-71,-32,-21,-58,-62,23
GB,United Kingdom,Northumberland,,3/26/2020,-68,-24,-15,-56,-60,23
GB,United Kingdom,Northumberland,,3/31/2020,-70,-27,-31,-56,-64,23
GB,United Kingdom,Northumberland,,4/1/2020,-72,-27,-34,-57,-64,23
GB,United Kingdom,Northumberland,,4/7/2020,-69,-21,-20,-44,-65,23
GB,United Kingdom,Northumberland,,4/8/2020,-70,-20,-29,-48,-65,23
GB,United Kingdom,Northumberland,,4/14/2020,-68,-20,-22,-50,-65,23
GB,United Kingdom,Northumberland,,4/15/2020,-70,-19,-23,-48,-64,23
GB,United Kingdom,Northumberland,,4/23/2020,-67,-20,-17,-47,-62,23
GB,United Kingdom,Perth and Kinross,,4/21/2020,-75,-30,-13,-58,-69,23
GB,United Kingdom,Peterborough,,3/26/2020,-66,-31,,-71,-58,23
GB,United Kingdom,Peterborough,,4/14/2020,-63,-24,,-69,-62,23
GB,United Kingdom,Peterborough,,4/21/2020,-66,-27,,-66,-59,23
GB,United Kingdom,Peterborough,,4/22/2020,-67,-28,,-66,-58,23
GB,United Kingdom,Peterborough,,4/23/2020,-66,-26,,-67,-58,23
GB,United Kingdom,Plymouth,,4/20/2020,-74,-33,8,-62,-65,23
GB,United Kingdom,Portsmouth,,3/24/2020,-77,-24,-12,-58,-58,23
GB,United Kingdom,Powys,,3/27/2020,-74,-31,-31,-54,-58,23
GB,United Kingdom,Powys,,4/1/2020,-75,-38,-29,-55,-63,23
GB,United Kingdom,Powys,,4/8/2020,-73,-29,-20,-51,-61,23
GB,United Kingdom,Powys,,4/15/2020,-71,-30,-19,-46,-61,23
GB,United Kingdom,Powys,,4/16/2020,-71,-28,-18,-46,-61,23
GB,United Kingdom,Powys,,4/24/2020,-70,-29,-20,-45,-57,23
GB,United Kingdom,Redcar and Cleveland,,3/27/2020,-78,-29,-20,-51,-59,23
GB,United Kingdom,Redcar and Cleveland,,4/2/2020,-77,-31,,-52,-62,23
GB,United Kingdom,Rhondda Cynon Taff,,4/20/2020,-64,-27,5,-51,-64,23
GB,United Kingdom,Shropshire,,4/20/2020,-70,-31,-10,-54,-62,23
GB,United Kingdom,Somerset,,3/25/2020,-73,-28,-15,-54,-57,23
GB,United Kingdom,Somerset,,3/30/2020,-74,-33,-35,-63,-61,23
GB,United Kingdom,Somerset,,4/6/2020,-73,-32,-26,-61,-62,23
GB,United Kingdom,Somerset,,4/14/2020,-69,-25,-17,-53,-61,23
GB,United Kingdom,Somerset,,4/20/2020,-69,-31,-17,-55,-59,23
GB,United Kingdom,Somerset,,4/21/2020,-69,-28,-5,-51,-59,23
GB,United Kingdom,South Lanarkshire,,3/24/2020,-63,-18,-3,-58,-57,23
GB,United Kingdom,South Yorkshire,,3/25/2020,-74,-23,-4,-63,-57,23
