country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Surrey,,3/9/2020,-1,7,5,-3,1,1
GB,United Kingdom,Swansea,,2/16/2020,-9,-6,-27,-16,-5,1
GB,United Kingdom,Swansea,,2/24/2020,-4,-1,-6,-4,-2,1
GB,United Kingdom,Swansea,,2/29/2020,6,6,-31,-7,1,1
GB,United Kingdom,Swansea,,3/4/2020,-1,2,-28,0,-1,1
GB,United Kingdom,Swansea,,3/9/2020,-2,-2,6,-2,0,1
GB,United Kingdom,Swansea,,3/10/2020,-3,1,-11,-3,0,1
GB,United Kingdom,Swansea,,3/11/2020,-1,3,-12,0,1,1
GB,United Kingdom,Swansea,,3/12/2020,2,13,14,-5,-1,1
GB,United Kingdom,Swansea,,3/13/2020,-2,11,23,-1,-1,1
GB,United Kingdom,Swindon,,2/16/2020,-12,-4,-53,-2,-2,1
GB,United Kingdom,Swindon,,2/24/2020,-7,0,,-3,-1,1
GB,United Kingdom,Swindon,,2/26/2020,-1,1,,-1,1,1
GB,United Kingdom,Swindon,,2/27/2020,1,1,,-3,0,1
GB,United Kingdom,Swindon,,2/28/2020,-3,-1,-28,0,-2,1
GB,United Kingdom,Swindon,,2/29/2020,-1,1,-30,0,0,1
GB,United Kingdom,Swindon,,3/4/2020,-2,2,,-6,1,1
GB,United Kingdom,Swindon,,3/5/2020,-3,5,,-7,2,1
GB,United Kingdom,Swindon,,3/6/2020,-1,6,,-2,2,1
GB,United Kingdom,Swindon,,3/9/2020,-3,4,,-2,2,1
GB,United Kingdom,Thurrock,,2/24/2020,-1,2,,-5,-1,1
GB,United Kingdom,Thurrock,,2/27/2020,-1,3,2,0,-1,1
GB,United Kingdom,Thurrock,,2/28/2020,-24,5,-4,1,-1,1
GB,United Kingdom,Thurrock,,3/5/2020,-9,4,-2,-6,1,1
GB,United Kingdom,Thurrock,,3/12/2020,-5,22,,-3,-2,1
GB,United Kingdom,Torbay,,2/24/2020,-3,3,-4,-3,-1,1
GB,United Kingdom,Torbay,,2/25/2020,0,5,6,-3,-1,1
GB,United Kingdom,Torbay,,2/29/2020,2,4,-14,-4,2,1
GB,United Kingdom,Torbay,,3/3/2020,9,8,40,1,-1,1
GB,United Kingdom,Torbay,,3/6/2020,1,8,30,1,-2,1
GB,United Kingdom,Torbay,,3/7/2020,2,5,11,5,4,1
GB,United Kingdom,Torbay,,3/9/2020,0,4,28,-1,0,1
GB,United Kingdom,Torbay,,3/10/2020,1,3,15,-5,-1,1
GB,United Kingdom,Torbay,,3/11/2020,-4,2,10,2,-2,1
GB,United Kingdom,Torbay,,3/12/2020,-3,7,24,-5,0,1
GB,United Kingdom,Torbay,,3/16/2020,3,19,105,1,-5,1
GB,United Kingdom,Torfaen Principal Area,,2/25/2020,0,5,,-5,2,1
GB,United Kingdom,Torfaen Principal Area,,3/4/2020,0,1,,-6,-1,1
GB,United Kingdom,Torfaen Principal Area,,3/9/2020,0,0,,-6,-1,1
GB,United Kingdom,Torfaen Principal Area,,3/10/2020,2,3,,-4,2,1
GB,United Kingdom,Torfaen Principal Area,,3/11/2020,1,4,,-3,0,1
GB,United Kingdom,Torfaen Principal Area,,3/12/2020,2,11,,-1,0,1
GB,United Kingdom,Tyne and Wear,,2/22/2020,-4,-2,-21,-3,-1,1
GB,United Kingdom,Tyne and Wear,,3/9/2020,3,2,4,-1,1,1
GB,United Kingdom,Tyne and Wear,,3/10/2020,-1,3,5,-4,1,1
GB,United Kingdom,Tyne and Wear,,3/11/2020,-3,0,-3,-6,1,1
GB,United Kingdom,Tyne and Wear,,3/12/2020,-1,9,-6,-7,0,1
GB,United Kingdom,Tyne and Wear,,3/15/2020,-5,9,1,-8,-2,1
GB,United Kingdom,Vale of Glamorgan,,2/24/2020,-5,2,-18,-3,-3,1
GB,United Kingdom,Vale of Glamorgan,,2/25/2020,1,5,-12,-3,0,1
GB,United Kingdom,Vale of Glamorgan,,3/4/2020,-4,1,-21,-7,0,1
GB,United Kingdom,Vale of Glamorgan,,3/9/2020,0,6,14,-6,-2,1
GB,United Kingdom,Vale of Glamorgan,,3/11/2020,2,5,26,-4,0,1
GB,United Kingdom,Warrington,,2/16/2020,0,-4,-26,-1,-3,1
GB,United Kingdom,Warrington,,2/24/2020,-1,0,0,2,-1,1
GB,United Kingdom,Warrington,,2/25/2020,-1,2,-13,-3,1,1
GB,United Kingdom,Warrington,,3/3/2020,3,2,-7,-5,2,1
GB,United Kingdom,Warrington,,3/9/2020,-1,3,-11,-2,1,1
GB,United Kingdom,Warrington,,3/10/2020,2,5,,-7,1,1
GB,United Kingdom,Warrington,,3/11/2020,-3,5,31,-3,0,1
GB,United Kingdom,Warrington,,3/12/2020,-2,13,6,-9,-1,1
GB,United Kingdom,Warrington,,3/13/2020,0,14,4,-9,-3,1
GB,United Kingdom,Warrington,,3/14/2020,-7,9,-11,-7,-1,1
GB,United Kingdom,Warrington,,3/15/2020,-7,12,15,-9,-1,1
GB,United Kingdom,Warwickshire,,2/16/2020,-9,-5,-38,7,-3,1
GB,United Kingdom,Warwickshire,,2/24/2020,-3,0,-16,0,-2,1
GB,United Kingdom,Warwickshire,,2/25/2020,-1,4,-4,-1,-1,1
GB,United Kingdom,Warwickshire,,2/26/2020,-1,0,0,0,-1,1
GB,United Kingdom,Warwickshire,,2/27/2020,3,4,7,2,-1,1
GB,United Kingdom,Warwickshire,,2/28/2020,0,3,-13,5,-3,1
GB,United Kingdom,Warwickshire,,3/3/2020,0,4,7,2,1,1
GB,United Kingdom,Warwickshire,,3/4/2020,-1,5,0,2,1,1
GB,United Kingdom,Warwickshire,,3/5/2020,0,6,2,-1,0,1
GB,United Kingdom,Warwickshire,,3/9/2020,-2,5,-10,2,1,1
GB,United Kingdom,Warwickshire,,3/10/2020,-2,7,2,2,0,1
GB,United Kingdom,Warwickshire,,3/11/2020,-3,7,9,-2,0,1
GB,United Kingdom,West Berkshire,,2/26/2020,-1,2,5,-1,1,1
GB,United Kingdom,West Berkshire,,2/27/2020,4,3,3,4,-1,1
GB,United Kingdom,West Berkshire,,3/2/2020,8,8,10,5,1,1
GB,United Kingdom,West Berkshire,,3/4/2020,-3,2,-4,-1,0,1
GB,United Kingdom,West Berkshire,,3/5/2020,-6,4,-1,0,-1,1
GB,United Kingdom,West Berkshire,,3/9/2020,0,6,9,6,0,1
GB,United Kingdom,West Dunbartonshire Council,,2/17/2020,3,2,,-1,2,1
GB,United Kingdom,West Dunbartonshire Council,,2/18/2020,1,6,,-5,2,1
GB,United Kingdom,West Dunbartonshire Council,,2/20/2020,3,3,,-1,2,1
GB,United Kingdom,West Dunbartonshire Council,,2/24/2020,-1,5,,1,1,1
GB,United Kingdom,West Dunbartonshire Council,,2/26/2020,2,1,,-1,2,1
GB,United Kingdom,West Dunbartonshire Council,,3/9/2020,0,2,,0,1,1
GB,United Kingdom,West Dunbartonshire Council,,3/12/2020,2,8,,-5,-2,1
GB,United Kingdom,West Lothian,,2/20/2020,-1,2,,0,-1,1
GB,United Kingdom,West Lothian,,2/24/2020,-6,0,,-5,-1,1
GB,United Kingdom,West Lothian,,3/10/2020,2,4,0,-5,0,1
GB,United Kingdom,West Lothian,,3/11/2020,-1,4,,-1,-2,1
GB,United Kingdom,West Midlands,,2/16/2020,-5,-7,-30,-5,-3,1
GB,United Kingdom,West Midlands,,2/24/2020,-3,-1,-9,-4,-3,1
GB,United Kingdom,West Midlands,,2/25/2020,1,2,-2,1,-1,1
GB,United Kingdom,West Midlands,,2/26/2020,1,0,2,0,-1,1
GB,United Kingdom,West Midlands,,2/27/2020,2,1,3,-2,-1,1
GB,United Kingdom,West Midlands,,2/28/2020,2,0,-15,2,-3,1
GB,United Kingdom,West Midlands,,3/5/2020,-1,5,1,-3,1,1
GB,United Kingdom,West Midlands,,3/9/2020,-2,3,-3,-4,1,1
GB,United Kingdom,West Midlands,,3/10/2020,-2,6,2,-4,1,1
GB,United Kingdom,West Midlands,,3/11/2020,0,5,8,-5,1,1
GB,United Kingdom,West Midlands,,3/12/2020,-1,14,1,-9,-1,1
GB,United Kingdom,West Sussex,,2/22/2020,-5,-3,-13,2,-3,1
GB,United Kingdom,West Sussex,,2/27/2020,3,2,13,8,0,1
GB,United Kingdom,West Sussex,,2/28/2020,-5,0,-20,1,-1,1
GB,United Kingdom,West Sussex,,2/29/2020,-1,1,-23,7,0,1
GB,United Kingdom,West Sussex,,3/4/2020,-1,1,-8,2,0,1
GB,United Kingdom,West Sussex,,3/9/2020,1,6,12,-2,0,1
GB,United Kingdom,West Sussex,,3/10/2020,-2,5,-4,0,0,1
GB,United Kingdom,West Sussex,,3/11/2020,2,5,13,-4,0,1
GB,United Kingdom,West Yorkshire,,2/16/2020,-2,-6,-31,-2,-1,1
GB,United Kingdom,West Yorkshire,,2/22/2020,-2,-3,-18,3,-2,1
GB,United Kingdom,West Yorkshire,,2/25/2020,-1,3,-13,1,1,1
GB,United Kingdom,West Yorkshire,,2/26/2020,0,-1,-8,1,1,1
GB,United Kingdom,West Yorkshire,,2/28/2020,1,0,-29,3,0,1
GB,United Kingdom,West Yorkshire,,3/2/2020,2,2,-1,1,1,1
GB,United Kingdom,West Yorkshire,,3/9/2020,-2,2,-10,-2,0,1
GB,United Kingdom,West Yorkshire,,3/10/2020,-4,1,-15,-4,0,1
GB,United Kingdom,West Yorkshire,,3/11/2020,-2,2,-7,-4,1,1
GB,United Kingdom,West Yorkshire,,3/12/2020,-2,8,-8,-5,0,1
GB,United Kingdom,West Yorkshire,,3/14/2020,-7,7,0,-7,-1,1
GB,United Kingdom,West Yorkshire,,3/15/2020,-4,9,6,-3,-1,1
GB,United Kingdom,Wiltshire,,2/16/2020,-12,-7,-38,-14,-4,1
GB,United Kingdom,Wiltshire,,2/24/2020,-2,0,-7,0,-2,1
GB,United Kingdom,Wiltshire,,2/25/2020,-1,5,-4,-1,0,1
GB,United Kingdom,Wiltshire,,2/27/2020,3,3,5,2,1,1
GB,United Kingdom,Wiltshire,,2/28/2020,2,3,-14,2,-1,1
GB,United Kingdom,Wiltshire,,3/4/2020,-1,1,-16,-5,0,1
GB,United Kingdom,Wiltshire,,3/5/2020,-1,3,-10,-5,0,1
GB,United Kingdom,Wiltshire,,3/9/2020,1,5,12,-5,0,1
GB,United Kingdom,Wiltshire,,3/10/2020,1,5,-1,-4,-1,1
GB,United Kingdom,Wiltshire,,3/11/2020,2,3,10,-6,-1,1
GB,United Kingdom,Windsor and Maidenhead,,2/24/2020,-8,3,-10,-6,-1,1
GB,United Kingdom,Windsor and Maidenhead,,2/28/2020,0,4,-14,-6,0,1
GB,United Kingdom,Windsor and Maidenhead,,3/4/2020,-5,6,-13,-9,-1,1
GB,United Kingdom,Windsor and Maidenhead,,3/9/2020,-4,12,11,-9,0,1
GB,United Kingdom,Wokingham,,2/28/2020,4,1,-31,-3,1,1
GB,United Kingdom,Wokingham,,3/2/2020,6,3,,2,1,1
GB,United Kingdom,Wokingham,,3/4/2020,-5,2,-20,-5,0,1
GB,United Kingdom,Wokingham,,3/6/2020,10,6,-4,-3,1,1
GB,United Kingdom,Wokingham,,3/9/2020,3,0,,-10,1,1
GB,United Kingdom,Worcestershire,,2/16/2020,-9,-6,-33,4,-5,1
GB,United Kingdom,Worcestershire,,2/24/2020,-3,0,-12,4,-1,1
GB,United Kingdom,Worcestershire,,2/26/2020,-1,1,9,7,-1,1
GB,United Kingdom,Worcestershire,,2/27/2020,1,2,9,6,-1,1
GB,United Kingdom,Worcestershire,,2/28/2020,-1,1,-21,10,-2,1
GB,United Kingdom,Worcestershire,,3/5/2020,1,5,1,1,-1,1
GB,United Kingdom,Worcestershire,,3/9/2020,0,5,-3,7,0,1
GB,United Kingdom,Worcestershire,,3/10/2020,1,7,4,6,0,1
GB,United Kingdom,Worcestershire,,3/11/2020,1,6,10,2,-1,1
GB,United Kingdom,Worcestershire,,3/12/2020,0,13,10,1,-2,1
GB,United Kingdom,Worcestershire,,3/15/2020,-9,6,-25,2,-5,1
GB,United Kingdom,Wrexham Principal Area,,2/22/2020,-6,0,-11,-9,-1,1
GB,United Kingdom,Wrexham Principal Area,,2/24/2020,-4,3,,-2,-2,1
GB,United Kingdom,Wrexham Principal Area,,2/25/2020,-1,10,,0,0,1
GB,United Kingdom,Wrexham Principal Area,,2/26/2020,-4,1,0,-2,0,1
GB,United Kingdom,Wrexham Principal Area,,2/27/2020,0,2,0,-1,0,1
GB,United Kingdom,Wrexham Principal Area,,2/28/2020,-1,3,-12,-7,-1,1
GB,United Kingdom,Wrexham Principal Area,,2/29/2020,-3,0,-5,-6,2,1
GB,United Kingdom,Wrexham Principal Area,,3/4/2020,0,6,0,-3,0,1
GB,United Kingdom,Wrexham Principal Area,,3/11/2020,-1,6,4,-5,-1,1
GB,United Kingdom,York,,2/16/2020,-1,-2,-8,8,-2,1
GB,United Kingdom,York,,2/28/2020,-7,2,-26,6,-1,1
GB,United Kingdom,York,,3/9/2020,1,3,8,3,-2,1
GB,United Kingdom,York,,3/10/2020,7,5,8,0,-2,1
GB,United Kingdom,York,,3/11/2020,3,2,3,-4,-2,1
GB,United Kingdom,York,,3/12/2020,3,3,0,-4,-3,1
GB,United Kingdom,York,,3/14/2020,-8,2,-13,-5,-5,1
GB,United Kingdom,York,,3/15/2020,-12,5,-11,-4,-6,1
GB,United Kingdom,,,2/15/2020,-12,-7,-35,-12,-4,2
GB,United Kingdom,,,2/17/2020,10,1,24,-2,-14,2
GB,United Kingdom,,,2/18/2020,7,-1,20,-3,-14,2
GB,United Kingdom,,,3/12/2020,-1,11,5,-8,-1,2
GB,United Kingdom,,,3/13/2020,-2,11,12,-9,-4,2
GB,United Kingdom,,,3/14/2020,-10,7,1,-15,-2,2
GB,United Kingdom,,,3/15/2020,-11,7,-1,-16,-4,2
GB,United Kingdom,Aberdeen City,,2/15/2020,-3,-4,-32,-4,-1,2
GB,United Kingdom,Aberdeen City,,2/19/2020,2,-2,9,4,-6,2
GB,United Kingdom,Aberdeen City,,2/24/2020,-4,-7,-33,1,0,2
GB,United Kingdom,Aberdeenshire,,2/15/2020,-9,-4,-25,-5,-7,2
GB,United Kingdom,Aberdeenshire,,2/17/2020,6,4,28,1,-17,2
GB,United Kingdom,Aberdeenshire,,2/19/2020,3,0,13,-7,-10,2
GB,United Kingdom,Aberdeenshire,,2/24/2020,-11,-5,-13,-8,0,2
GB,United Kingdom,Angus council,,2/24/2020,-5,-9,-22,-5,-3,2
GB,United Kingdom,Antrim And Newtownabbey,,2/15/2020,-11,-6,-51,-12,-4,2
GB,United Kingdom,Antrim And Newtownabbey,,2/22/2020,-4,-4,-44,-6,-2,2
GB,United Kingdom,Antrim And Newtownabbey,,3/12/2020,4,30,,7,-1,2
GB,United Kingdom,Antrim And Newtownabbey,,3/13/2020,-1,19,,-5,-3,2
GB,United Kingdom,Ards And North Down,,2/15/2020,-10,-8,-32,-20,-5,2
GB,United Kingdom,Ards And North Down,,2/17/2020,3,-1,3,-11,-14,2
GB,United Kingdom,Ards And North Down,,2/18/2020,7,-4,17,-15,-16,2
GB,United Kingdom,Ards And North Down,,2/22/2020,-6,-6,-20,-20,-4,2
GB,United Kingdom,Ards And North Down,,3/11/2020,1,3,-18,-7,0,2
GB,United Kingdom,Ards And North Down,,3/12/2020,6,13,-14,-9,-1,2
GB,United Kingdom,Ards And North Down,,3/13/2020,0,17,2,-9,-1,2
GB,United Kingdom,Argyll and Bute Council,,2/21/2020,-7,-4,-1,-3,-2,2
GB,United Kingdom,Argyll and Bute Council,,3/11/2020,5,9,24,7,-1,2
GB,United Kingdom,Argyll and Bute Council,,3/12/2020,-2,11,0,1,-1,2
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,2/15/2020,-11,-4,-45,-18,-4,2
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,2/21/2020,-3,-1,-10,-12,-11,2
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,3/11/2020,-2,9,-18,-6,0,2
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,3/12/2020,0,24,-21,-14,-1,2
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,3/13/2020,-4,17,7,-12,-2,2
GB,United Kingdom,Bath and North East Somerset,,2/19/2020,22,0,32,6,-11,2
GB,United Kingdom,Bath and North East Somerset,,2/20/2020,16,2,17,4,-10,2
GB,United Kingdom,Bath and North East Somerset,,2/21/2020,15,-1,37,8,-14,2
GB,United Kingdom,Bath and North East Somerset,,3/14/2020,-2,13,-4,-4,4,2
GB,United Kingdom,Bedford,,2/15/2020,-11,-4,-50,-11,-2,2
GB,United Kingdom,Bedford,,3/12/2020,-3,13,-6,-12,-3,2
GB,United Kingdom,Bedford,,3/13/2020,-6,16,,-11,-4,2
GB,United Kingdom,Bedford,,3/14/2020,-10,9,-15,-21,-4,2
GB,United Kingdom,Bedford,,3/15/2020,-17,5,-38,-30,-3,2
GB,United Kingdom,Belfast,,2/15/2020,-9,-7,-35,-7,-3,2
GB,United Kingdom,Belfast,,2/17/2020,7,-6,-1,-3,-13,2
GB,United Kingdom,Belfast,,2/18/2020,8,-3,7,-4,-13,2
GB,United Kingdom,Belfast,,2/20/2020,6,-2,3,-5,-12,2
GB,United Kingdom,Belfast,,2/21/2020,-1,-2,-16,-4,-12,2
GB,United Kingdom,Belfast,,3/12/2020,-3,23,-18,-15,-3,2
GB,United Kingdom,Belfast,,3/13/2020,-8,18,-6,-18,-6,2
GB,United Kingdom,Blackburn with Darwen,,2/15/2020,-11,-7,,-20,-3,2
GB,United Kingdom,Blackburn with Darwen,,3/16/2020,-2,25,,-6,-2,2
GB,United Kingdom,Blackpool,,2/15/2020,-1,-4,4,-12,-1,2
GB,United Kingdom,Blackpool,,2/17/2020,21,1,,7,-14,2
GB,United Kingdom,Blackpool,,2/18/2020,17,-2,,1,-13,2
GB,United Kingdom,Blackpool,,2/24/2020,-6,-2,,-7,-3,2
GB,United Kingdom,Blackpool,,3/16/2020,5,17,,-2,-4,2
GB,United Kingdom,Blaenau Gwent,,2/28/2020,-7,-3,,-9,-1,2
GB,United Kingdom,Borough of Halton,,2/17/2020,4,-2,,-6,-14,2
GB,United Kingdom,Borough of Halton,,2/18/2020,8,1,,-3,-13,2
GB,United Kingdom,Borough of Halton,,3/16/2020,3,4,,-11,-4,2
GB,United Kingdom,Bracknell Forest,,2/17/2020,14,3,,-4,-16,2
GB,United Kingdom,Bracknell Forest,,3/5/2020,-2,4,,-11,-2,2
GB,United Kingdom,Bracknell Forest,,3/10/2020,-2,8,,-7,-2,2
GB,United Kingdom,Bracknell Forest,,3/11/2020,0,7,,-11,-2,2
GB,United Kingdom,Bracknell Forest,,3/12/2020,0,17,,-17,-5,2
GB,United Kingdom,Bridgend County Borough,,2/21/2020,8,3,,-4,-15,2
GB,United Kingdom,Bridgend County Borough,,2/24/2020,-6,-2,,-5,-3,2
GB,United Kingdom,Bridgend County Borough,,2/29/2020,5,6,-11,-16,1,2
GB,United Kingdom,Bridgend County Borough,,3/10/2020,-3,4,,-2,-1,2
GB,United Kingdom,Bridgend County Borough,,3/12/2020,3,17,,-6,-2,2
GB,United Kingdom,Brighton and Hove,,2/15/2020,-9,-7,-39,-12,-5,2
GB,United Kingdom,Brighton and Hove,,2/17/2020,14,0,20,-2,-13,2
GB,United Kingdom,Brighton and Hove,,2/18/2020,13,-3,30,0,-13,2
GB,United Kingdom,Brighton and Hove,,2/19/2020,10,-2,13,-2,-13,2
GB,United Kingdom,Brighton and Hove,,2/21/2020,10,-1,23,2,-15,2
GB,United Kingdom,Brighton and Hove,,3/10/2020,-6,3,-13,-4,-3,2
GB,United Kingdom,Brighton and Hove,,3/11/2020,-4,6,5,-5,-2,2
GB,United Kingdom,Brighton and Hove,,3/12/2020,-2,10,18,-6,-2,2
GB,United Kingdom,Brighton and Hove,,3/15/2020,-14,5,6,-11,-8,2
GB,United Kingdom,Buckinghamshire,,2/15/2020,-11,-8,-25,-20,-5,2
GB,United Kingdom,Buckinghamshire,,2/17/2020,9,-1,10,-3,-18,2
GB,United Kingdom,Buckinghamshire,,3/12/2020,2,13,7,-9,-3,2
GB,United Kingdom,Caerphilly County Borough,,2/28/2020,-4,1,-33,-12,-1,2
GB,United Kingdom,Caerphilly County Borough,,3/12/2020,2,13,,-9,-2,2
GB,United Kingdom,Caerphilly County Borough,,3/16/2020,3,17,,-10,-6,2
GB,United Kingdom,Cambridgeshire,,2/15/2020,-10,-8,-32,-6,-4,2
GB,United Kingdom,Cambridgeshire,,2/17/2020,14,0,22,2,-17,2
GB,United Kingdom,Cambridgeshire,,2/18/2020,7,-3,15,1,-15,2
GB,United Kingdom,Cambridgeshire,,2/19/2020,9,-4,10,2,-15,2
GB,United Kingdom,Cambridgeshire,,3/11/2020,2,4,18,-4,-1,2
GB,United Kingdom,Cambridgeshire,,3/12/2020,2,10,3,-7,-2,2
GB,United Kingdom,Cardiff,,2/15/2020,-15,-4,-29,-12,-3,2
GB,United Kingdom,Cardiff,,2/17/2020,7,1,4,-2,-14,2
GB,United Kingdom,Cardiff,,2/18/2020,7,-1,8,-4,-13,2
GB,United Kingdom,Cardiff,,3/10/2020,-1,2,-10,-2,-1,2
GB,United Kingdom,Cardiff,,3/12/2020,-6,9,-11,-9,-3,2
GB,United Kingdom,Carmarthenshire,,2/17/2020,10,3,38,4,-18,2
GB,United Kingdom,Carmarthenshire,,3/16/2020,2,24,52,-4,-5,2
GB,United Kingdom,Causeway Coast and Glens,,2/20/2020,10,0,,-4,-10,2
GB,United Kingdom,Causeway Coast and Glens,,2/24/2020,-6,1,,-6,-3,2
GB,United Kingdom,Central Bedfordshire,,2/15/2020,-11,-7,-43,1,-6,2
GB,United Kingdom,Central Bedfordshire,,2/17/2020,12,0,3,0,-17,2
GB,United Kingdom,Central Bedfordshire,,3/12/2020,2,12,0,-8,-1,2
GB,United Kingdom,Central Bedfordshire,,3/13/2020,0,16,4,-7,-3,2
GB,United Kingdom,Central Bedfordshire,,3/14/2020,0,13,-3,-11,-1,2
GB,United Kingdom,Central Bedfordshire,,3/15/2020,-5,8,-22,-14,-3,2
GB,United Kingdom,Ceredigion,,2/17/2020,-3,39,55,11,-12,2
GB,United Kingdom,Ceredigion,,2/18/2020,-8,36,48,0,-11,2
GB,United Kingdom,Ceredigion,,2/19/2020,-2,34,30,-5,-14,2
GB,United Kingdom,Ceredigion,,2/21/2020,-9,33,25,9,-10,2
GB,United Kingdom,Ceredigion,,2/24/2020,-14,32,0,0,2,2
GB,United Kingdom,Ceredigion,,2/28/2020,-2,2,-4,8,4,2
GB,United Kingdom,Ceredigion,,3/4/2020,3,4,16,5,3,2
GB,United Kingdom,Ceredigion,,3/9/2020,9,6,21,2,4,2
GB,United Kingdom,Ceredigion,,3/12/2020,9,14,23,5,2,2
GB,United Kingdom,Cheshire East,,2/15/2020,-14,-5,-53,-7,-6,2
GB,United Kingdom,Cheshire East,,2/17/2020,7,-2,21,6,-16,2
GB,United Kingdom,Cheshire East,,2/18/2020,9,-1,22,4,-15,2
GB,United Kingdom,Cheshire East,,3/12/2020,0,12,11,-5,-2,2
GB,United Kingdom,Cheshire East,,3/13/2020,1,11,18,1,-5,2
GB,United Kingdom,Cheshire East,,3/14/2020,-7,11,-1,-11,-3,2
GB,United Kingdom,Cheshire West and Chester,,2/15/2020,-12,-6,-37,-17,-3,2
GB,United Kingdom,Cheshire West and Chester,,2/17/2020,20,0,30,1,-17,2
GB,United Kingdom,Cheshire West and Chester,,2/18/2020,19,-1,24,2,-17,2
GB,United Kingdom,Cheshire West and Chester,,3/13/2020,-2,12,8,-2,-5,2
GB,United Kingdom,Cheshire West and Chester,,3/14/2020,-8,12,0,-8,-3,2
GB,United Kingdom,City of Bristol,,2/17/2020,5,-1,11,-3,-11,2
GB,United Kingdom,City of Bristol,,2/18/2020,11,0,12,-3,-9,2
GB,United Kingdom,City of Bristol,,2/19/2020,5,-3,-16,-2,-9,2
GB,United Kingdom,City of Bristol,,2/20/2020,7,-1,3,-4,-10,2
GB,United Kingdom,City of Bristol,,2/21/2020,7,-1,12,4,-12,2
GB,United Kingdom,City of Bristol,,3/12/2020,-8,11,-2,-7,-1,2
GB,United Kingdom,City of Bristol,,3/14/2020,-19,6,3,-12,-1,2
GB,United Kingdom,City of Bristol,,3/15/2020,-20,5,-9,-12,-5,2
GB,United Kingdom,Clackmannanshire,,2/17/2020,-3,-3,,,-16,2
GB,United Kingdom,Clackmannanshire,,2/24/2020,-8,-7,,,-2,2
GB,United Kingdom,Conwy Principal Area,,2/17/2020,21,6,43,7,-17,2
GB,United Kingdom,Conwy Principal Area,,2/18/2020,20,5,37,2,-16,2
GB,United Kingdom,Conwy Principal Area,,3/13/2020,7,19,43,9,-4,2
GB,United Kingdom,Conwy Principal Area,,3/16/2020,10,27,50,0,-4,2
GB,United Kingdom,Cornwall,,2/16/2020,3,1,-4,-5,-3,2
GB,United Kingdom,Cornwall,,2/17/2020,30,9,62,12,-17,2
GB,United Kingdom,Cornwall,,2/18/2020,31,8,71,11,-16,2
GB,United Kingdom,Cornwall,,2/19/2020,23,7,46,4,-16,2
GB,United Kingdom,Cornwall,,2/21/2020,19,4,47,9,-17,2
GB,United Kingdom,Cornwall,,3/14/2020,2,6,13,-4,0,2
GB,United Kingdom,County Durham,,2/15/2020,-8,-3,-37,-9,-2,2
GB,United Kingdom,County Durham,,2/19/2020,7,-1,16,2,-16,2
GB,United Kingdom,County Durham,,3/13/2020,4,8,3,-2,-2,2
GB,United Kingdom,County Durham,,3/14/2020,-1,7,7,-4,0,2
GB,United Kingdom,Cumbria,,2/17/2020,18,6,46,14,-16,2
GB,United Kingdom,Cumbria,,2/18/2020,17,6,46,8,-15,2
GB,United Kingdom,Cumbria,,3/12/2020,4,5,9,2,-1,2
GB,United Kingdom,Cumbria,,3/14/2020,0,4,26,-1,-3,2
GB,United Kingdom,Cumbria,,3/16/2020,8,15,33,5,-3,2
GB,United Kingdom,Darlington,,2/17/2020,7,-5,,4,-15,2
GB,United Kingdom,Darlington,,3/13/2020,-1,7,,1,-2,2
GB,United Kingdom,Darlington,,3/16/2020,0,20,,-12,-5,2
GB,United Kingdom,Denbighshire,,3/13/2020,11,15,34,1,-5,2
GB,United Kingdom,Denbighshire,,3/16/2020,9,29,29,-3,-5,2
GB,United Kingdom,Derby,,2/15/2020,6,-5,-41,-1,-4,2
GB,United Kingdom,Derby,,2/17/2020,9,-2,13,-4,-13,2
GB,United Kingdom,Derby,,2/24/2020,0,-1,-15,-1,-2,2
GB,United Kingdom,Derby,,3/13/2020,1,14,12,-6,-1,2
GB,United Kingdom,Derby,,3/14/2020,-8,12,-3,-13,0,2
GB,United Kingdom,Derby,,3/15/2020,-8,10,-39,-16,-3,2
GB,United Kingdom,Derby,,3/16/2020,1,23,11,-13,-3,2
GB,United Kingdom,Derbyshire,,2/15/2020,-15,-5,-43,-12,-5,2
GB,United Kingdom,Derbyshire,,2/17/2020,8,0,38,1,-15,2
GB,United Kingdom,Derbyshire,,2/18/2020,7,-1,43,-2,-16,2
GB,United Kingdom,Derbyshire,,2/24/2020,-5,-1,-7,-5,-3,2
GB,United Kingdom,Derbyshire,,3/16/2020,-1,23,45,-6,-4,2
GB,United Kingdom,Derry And Strabane,,2/15/2020,-6,-5,-25,-23,-4,2
GB,United Kingdom,Derry And Strabane,,2/17/2020,7,-1,2,-14,-15,2
GB,United Kingdom,Derry And Strabane,,2/18/2020,8,-1,8,-17,-14,2
GB,United Kingdom,Derry And Strabane,,2/20/2020,6,-1,-9,-12,-10,2
